,accuracy,precision,recall,f1score,AUC,AP
NDUFA12---Cluster2,0.5232558139534884,0.5266304347826087,0.5267321331151118,0.5231913455037187,0.5226404800872886,0.5729358810786698
NDUFA4L2---Cluster1,0.7558139534883721,0.7256410256410256,0.6896551724137931,0.7003484320557491,0.7598522167487685,0.8640342077528528
NDUFS5---Cluster1,0.6976744186046512,0.6142167011732229,0.6142167011732229,0.6142167011732229,0.2705314009661836,0.18845432938305376
NEK11---Cluster1,0.7441860465116279,0.7185897435897436,0.7029761904761904,0.708743842364532,0.7285714285714286,0.5718971836652467
NETO1,0.7209302325581395,0.6935391652372784,0.704779189352692,0.6973607038123166,0.7301875378100424,0.5933563143581997
NF1---Cluster2,0.686046511627907,0.630571249215317,0.6333333333333333,0.631837640716664,0.7121794871794872,0.4507712774600384
NFATC1---Cluster1,0.6046511627906976,0.5949579831932773,0.5934914506343077,0.5938888888888889,0.6469939327082184,0.7244436042218065
NFATC4---Cluster1,0.6511627906976745,0.6573464912280702,0.6559782608695652,0.650974025974026,0.6755434782608696,0.7541172410477744
NFE2L3---Cluster2,0.5348837209302325,0.5340909090909092,0.5342391304347827,0.5338753387533876,0.5706521739130435,0.5753352415444424
NHLH1---Cluster1,0.5465116279069767,0.5480087288597927,0.5476190476190477,0.5459591173683498,0.5914502164502164,0.6391256328321246
NID2---Cluster1,0.6046511627906976,0.5642228739002932,0.5662431941923776,0.5648809523809524,0.6249243799153055,0.7971980933745975
NINJ1---Cluster1,0.6744186046511628,0.6582633053221288,0.6615208690680389,0.6595022624434389,0.7169811320754716,0.5766423062855074
NIPSNAP3A,0.6976744186046512,0.6823529411764706,0.6861063464837049,0.6838235294117646,0.7587192681532304,0.6548525795434534
NLGN2---Cluster1,0.627906976744186,0.6282467532467533,0.6282467532467533,0.6279069767441862,0.6482683982683982,0.6420115941639556
NLGN2---Cluster2,0.627906976744186,0.5982423101067169,0.5894797026872499,0.5904761904761905,0.6855345911949685,0.7355113386251336
NLRP12---Cluster1,0.7558139534883721,0.7527859237536657,0.7394444444444443,0.7432835820895523,0.8111111111111111,0.8242734291589154
NMI---Cluster1,0.7093023255813954,0.6530791788856305,0.6853693181818181,0.6591089265895038,0.7223011363636362,0.49223291274351416
NMNAT3,0.6744186046511628,0.680921052631579,0.6793478260869565,0.6742424242424242,0.6788043478260869,0.6775591518569091
NMUR1---Cluster1,0.6976744186046512,0.6823529411764706,0.6861063464837049,0.6838235294117646,0.7101200686106346,0.5673902995397175
