,accuracy,precision,recall,f1score,AUC,AP
DES,0.627906976744186,0.625,0.6336805555555556,0.6205184776613348,0.7060185185185184,0.8261035801370685
DHX58,0.627906976744186,0.5904977375565611,0.6025641025641025,0.5904761904761904,0.6064102564102564,0.3708428618177273
DIRAS3---Cluster1,0.5581395348837209,0.5510869565217391,0.5531674208144797,0.549365692222835,0.5921945701357466,0.5175949839824143
DMBX1,0.6395348837209303,0.6406508549365693,0.637987012987013,0.6371308016877637,0.7364718614718615,0.7102410421814321
DNMT3A---Cluster2,0.5348837209302325,0.5190292333149477,0.5197255574614065,0.5182072829131652,0.5494568324757004,0.4355895809790178
DOK2,0.6744186046511628,0.6729559748427673,0.6650300054555374,0.6655555555555555,0.7064920894708129,0.6615720783700343
DOK5---Cluster1,0.6046511627906976,0.6043478260869566,0.6038961038961039,0.6037940379403794,0.6585497835497836,0.6549129941345897
DOK7---Cluster1,0.6162790697674418,0.6136238279095423,0.6119565217391305,0.6120300751879699,0.6997282608695652,0.6576670580552657
DPP7---Cluster1,0.6046511627906976,0.5992324561403509,0.5992324561403509,0.5992324561403509,0.6710526315789473,0.6120752234463642
DSCAML1---Cluster1,0.5930232558139535,0.5930232558139535,0.6059113300492611,0.5802538000278902,0.6416256157635468,0.4403201326927273
DSE---Cluster1,0.5348837209302325,0.5256480970766685,0.5256480970766685,0.5256480970766685,0.5885273028130171,0.5510386048974716
DSG2---Cluster1,0.5232558139534884,0.5151761517615177,0.5172413793103448,0.5038694245110454,0.5357142857142858,0.709969229881332
DUSP1---Cluster2,0.5813953488372093,0.5811688311688312,0.5811688311688312,0.5811688311688312,0.6195887445887446,0.584938682202439
DUSP23,0.5348837209302325,0.4778711484593837,0.4663256606990622,0.4487179487179487,0.42966751918158563,0.2003879448503072
DUSP5,0.6046511627906976,0.5992324561403509,0.5992324561403509,0.5992324561403509,0.6787280701754386,0.6168776434612032
DYNLT3,0.5697674418604651,0.5643939393939393,0.5821256038647343,0.5424874191229332,0.6349206349206349,0.8147688230511564
EFCAB1---Cluster1,0.5581395348837209,0.475,0.46818181818181814,0.46426229508196726,0.5515151515151515,0.8079015421650961
EFEMP1---Cluster1,0.5116279069767442,0.5092391304347825,0.5092391304347825,0.5092391304347826,0.5733695652173914,0.5468615558944485
EFEMP2---Cluster1,0.5581395348837209,0.5571815718157181,0.5571815718157181,0.5571815718157181,0.6238482384823848,0.5952098998415067
EGLN2---Cluster1,0.686046511627907,0.6354166666666667,0.6614906832298137,0.6391608391608392,0.7418909592822636,0.5271784544301967
EHD2---Cluster2,0.6046511627906976,0.6038961038961039,0.6043478260869566,0.6037940379403794,0.6826086956521739,0.6652970092796143
EHD3---Cluster2,0.5116279069767442,0.5160938352427714,0.5160938352427714,0.5116279069767442,0.5534642662302236,0.5064294160932576
ELL3---Cluster1,0.5813953488372093,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.6605555555555556,0.6028265402524647
EMILIN1---Cluster2,0.5930232558139535,0.5605555555555556,0.5714754098360656,0.5554570964407031,0.598688524590164,0.7836596927314422
EMILIN3---Cluster1,0.5930232558139535,0.5918478260869565,0.5915989159891599,0.5916429249762583,0.6807588075880758,0.6347192258635105
EMP3---Cluster1,0.6046511627906976,0.5990180032733223,0.6001103143960287,0.5992324561403508,0.6869829012686156,0.6273784797968432
ENG---Cluster1,0.6627906976744186,0.6516666666666666,0.6529411764705882,0.6522102914516805,0.7322128851540616,0.6296660418640709
ENTPD2---Cluster1,0.5232558139534884,0.520021645021645,0.5217008797653959,0.5121073751210736,0.5243401759530791,0.6629087989561239
EPB41L3,0.5581395348837209,0.5630114566284778,0.5630114566284778,0.558139534883721,0.6352973267866885,0.6213176696517864
EPHA2---Cluster1,0.6046511627906976,0.6055646481178396,0.6046511627906976,0.6037940379403794,0.6782044348296377,0.6706461216121518
ERBB2---Cluster2,0.5930232558139535,0.5942982456140351,0.5930232558139534,0.5916429249762584,0.6646836127636561,0.652491772033247
EREG---Cluster2,0.47674418604651164,0.48157181571815716,0.4807692307692308,0.4732543895467538,0.5263009049773756,0.669667011275956
ERRFI1,0.686046511627907,0.6208211143695015,0.656060606060606,0.6237238697131745,0.7227272727272728,0.4464252471574527
ESAM---Cluster1,0.6162790697674418,0.6168478260869565,0.6162790697674418,0.6158115608501422,0.6738777717685236,0.6607304590530219
ESM1---Cluster1,0.5930232558139535,0.57746863066012,0.5874384236453202,0.572139303482587,0.709975369458128,0.8500400459616255
ESPNL,0.5813953488372093,0.5893640350877194,0.5893640350877194,0.5813953488372092,0.6710526315789473,0.7169254243543346
EYA2---Cluster2,0.5697674418604651,0.487683284457478,0.4828431372549019,0.4720424755267961,0.5547385620915033,0.26162600290415705
EYA4---Cluster2,0.6162790697674418,0.6151315789473684,0.6138211382113821,0.6137198856676195,0.6823848238482385,0.6400538442885484
F13A1---Cluster1,0.5930232558139535,0.5838888888888889,0.5832873690016547,0.583506295835063,0.6376172090457806,0.5548616332685624
F2RL2---Cluster1,0.6162790697674418,0.5913165266106443,0.5970238095238095,0.5919482386772106,0.6458333333333333,0.45568881539568135
F3---Cluster1,0.627906976744186,0.6255482456140351,0.6244565217391305,0.6246590289143481,0.6907608695652174,0.636341550917412
FAAH,0.5116279069767442,0.5214092140921409,0.5259016393442624,0.49411764705882355,0.5914754098360656,0.39565965106842516
FAH---Cluster1,0.5348837209302325,0.527170868347339,0.5264593562465902,0.5256480970766685,0.6066557555919257,0.5713161881755391
FAIM---Cluster1,0.6046511627906976,0.6046511627906976,0.6048780487804878,0.6044372294372294,0.6509485094850949,0.6066180816408957
FAIM3---Cluster1,0.5930232558139535,0.5733590733590734,0.5791666666666666,0.572139303482587,0.6380952380952382,0.5148940472147252
FAM113B,0.5930232558139535,0.5568119139547711,0.5780303030303031,0.5408085430968727,0.5420454545454545,0.8078125110154883
FAM114A1---Cluster2,0.6744186046511628,0.6672149122807017,0.6694444444444444,0.667953667953668,0.7644444444444445,0.6685515452763314
FAM124B---Cluster1,0.5116279069767442,0.5052399338113623,0.5051827605019095,0.5049342105263158,0.5733769776322968,0.5572062525358519
FAM19A3---Cluster2,0.6395348837209303,0.6407624633431085,0.6304347826086957,0.6282247943104169,0.7201086956521738,0.6460027081185404
FAM26E,0.5465116279069767,0.5492424242424242,0.5520297312750143,0.5414900888585099,0.6672384219554031,0.7984392674602074
FAM3C,0.6395348837209303,0.6196480938416422,0.6153846153846154,0.6166786484543494,0.6187782805429864,0.5175439369875228
FAM50B,0.5813953488372093,0.579923622476814,0.5794037940379404,0.5793478260869565,0.6563685636856369,0.6196550655125466
FAM57B---Cluster1,0.6627906976744186,0.6887955182072829,0.6906108597285068,0.6627450980392158,0.8031674208144797,0.7061120040998392
FAM86C,0.627906976744186,0.6228070175438596,0.6228070175438596,0.6228070175438596,0.7132675438596491,0.6776406955406252
FAM89A---Cluster1,0.5697674418604651,0.5521008403361345,0.5526018099547512,0.5522724074855776,0.627262443438914,0.5489215954470829
FAP,0.6627906976744186,0.664769647696477,0.6652173913043478,0.6627450980392158,0.7717391304347826,0.7897053615282614
FAS,0.6046511627906976,0.6034197462768891,0.6016260162601625,0.6012002182214948,0.7013550135501355,0.6497467894340332
FBLN5---Cluster1,0.6395348837209303,0.6406508549365693,0.637987012987013,0.6371308016877637,0.7332251082251082,0.7014724758100929
FBP1,0.6395348837209303,0.6396617566830334,0.6385281385281385,0.6383123049789716,0.7167207792207793,0.6783899884345641
FBXO17---Cluster1,0.5813953488372093,0.5733769776322968,0.5753501400560224,0.5730832873690016,0.6428571428571429,0.5476902398415759
FBXO4---Cluster1,0.5930232558139535,0.5667420814479638,0.569208211143695,0.5672178289000719,0.6821114369501466,0.5349590616714298
FBXO6---Cluster1,0.5697674418604651,0.5322398190045249,0.5357815442561205,0.5300546448087431,0.5712492153170119,0.3662536111878116
FCGR2A---Cluster1,0.5581395348837209,0.5695581014729951,0.5728987993138936,0.5559782608695651,0.6515151515151515,0.7521047688841781
FES,0.5581395348837209,0.5586470267321331,0.5581395348837209,0.5571815718157183,0.6170903190914008,0.6151918315177841
FGF1---Cluster1,0.6511627906976745,0.6351809954751131,0.6351809954751131,0.6351809954751131,0.7149321266968326,0.5962835989296152
FGFBP2,0.5581395348837209,0.5243697478991597,0.527306967984934,0.5208211143695015,0.504708097928437,0.41791617563105704
FGFRL1---Cluster1,0.5697674418604651,0.5684782608695653,0.5682926829268293,0.5683082349749017,0.6430894308943089,0.6289872179853851
FHL3---Cluster1,0.5930232558139535,0.5888157894736843,0.5883797054009821,0.5885167464114833,0.6721222040370977,0.6026209942680548
FIBIN,0.6744186046511628,0.6029761904761904,0.6310606060606061,0.6052459016393443,0.6882575757575757,0.3611002868528542
FKBP5---Cluster1,0.6046511627906976,0.586111111111111,0.5896990740740741,0.5865384615384615,0.6695601851851852,0.5238512699006619
FKBP9---Cluster1,0.5930232558139535,0.5877777777777777,0.5861974904528096,0.586254295532646,0.6914893617021276,0.6427266101179592
FKBP9L,0.6744186046511628,0.6630434782608696,0.6847290640394088,0.6595022624434389,0.7937192118226601,0.8865296109464738
FLNB---Cluster1,0.627906976744186,0.5824046920821114,0.5881983678593848,0.5837870538415003,0.5624607658505963,0.4321182266065555
FLNC---Cluster1,0.5697674418604651,0.5652412280701754,0.5649208947081288,0.5650034176349965,0.6535733769776322,0.5852979164213006
FMOD---Cluster1,0.5930232558139535,0.5865968008825152,0.5860745614035088,0.586254295532646,0.6600877192982456,0.6079483184392743
FN1---Cluster1,0.6395348837209303,0.6047453703703703,0.6094978826376285,0.6062619997046226,0.6194797338173019,0.5382154901980429
FNDC3B---Cluster1,0.627906976744186,0.6057692307692308,0.6082175925925926,0.6066323613493425,0.7028356481481481,0.5826116299793281
FOXD1---Cluster1,0.5697674418604651,0.5597587719298246,0.5610644257703081,0.5597066555970666,0.5624649859943978,0.4752915193210767
FOXJ1---Cluster1,0.5581395348837209,0.5581395348837209,0.5581395348837209,0.5581395348837209,0.5822065981611682,0.6022811317892675
FRZB---Cluster1,0.5697674418604651,0.5762061403508771,0.5758319694489907,0.5697092630155509,0.6042007637752318,0.6592788406515323
FSTL1---Cluster1,0.5465116279069767,0.540650406504065,0.5434027777777778,0.5359070153590701,0.5324074074074074,0.6764482184124433
FUCA2,0.5465116279069767,0.5079185520361991,0.5087884494664155,0.5046521931767833,0.576271186440678,0.382320101429271
FUT4---Cluster1,0.5930232558139535,0.5959349593495935,0.5970394736842105,0.5925274130228779,0.6167763157894738,0.6760373501999309
FXYD1,0.5,0.5021645021645021,0.5022408963585434,0.49666530556689803,0.5173669467787115,0.625929604107995
